STAID,STANAME,DRAIN_SQKM,STOR_NID_2009_MM3,RUNAVE7100_MM3,STO_RATIO,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV
01117350,"CHIPUXET RIVER AT WEST KINGSTON, RI",25.2135,0.21,17.61195248,0.01,1.972,0.833,3.294,0.489
01117370,QUEEN R AT LIBERTY RD AT LIBERTY RI,50.4774,0.08,35.24438071,0.00,1.771,0.692,2.632,0.266
01117420,"USQUEPAUG RIVER NEAR USQUEPAUG, RI",93.1356,0.73,65.08285925,0.01,1.748,0.636,1.936,0.202
01117430,"PAWCATUCK RIVER AT KENYON, RI",189.0441,1.89,132.1803342,0.01,1.856,0.622,2.706,0.463
01117468,"BEAVER RIVER NEAR USQUEPAUG, RI",25.3413,0.13,17.72868732,0.01,1.577,0.635,1.620,0.000
01117500,"PAWCATUCK RIVER AT WOOD RIVER JUNCTION, RI",260.4375,2.42,182.1801983,0.01,1.908,0.649,2.631,0.375
01117800,"WOOD RIVER NEAR ARCADIA, RI",90.76591,1.08,63.4776656,0.02,1.736,0.594,0.821,0.000
01118000,"WOOD RIVER AT HOPE VALLEY, RI",193.2111,6.08,135.1672396,0.04,1.855,0.629,1.958,0.208
01118300,"PENDLETON HILL BROOK NEAR CLARKS FALLS, CT.",10.3644,0.00,7.246961565,0.00,1.454,0.579,0.520,0.000
01118500,"PAWCATUCK RIVER AT WESTERLY, RI",765.774,11.97,535.8234013,0.02,1.952,0.655,2.940,0.280
01119384,"WILLIMANTIC RIVER NEAR MANSFIELD DEPOT, CT",255.6423,26.47,172.0140088,0.15,1.953,0.818,1.414,0.057
01119500,"WILLIMANTIC RIVER NEAR COVENTRY, CT.",314.8461,27.65,211.9765597,0.13,2.221,0.868,1.911,0.217
01120000,"HOP R NR COLUMBIA, CT.",192.8583,10.85,130.2039612,0.08,2.316,0.864,1.700,0.057
01120500,"SAFFORD BK NR WOODSTOCK VALLEY, CT.",6.6564,0.00,4.49790654,0.00,1.783,1.250,0.414,0.000
01121000,"MOUNT HOPE RIVER NEAR WARRENVILLE, CT.",70.25372,2.83,47.421261,0.06,1.687,0.627,0.729,0.000
01122000,"NATCHAUG RIVER AT WILLIMANTIC, CT.",453.2904,111.75,306.0795377,0.37,1.931,0.700,1.343,0.179
01122500,"SHETUCKET RIVER NEAR WILLIMANTIC, CT.",1048.47,151.38,707.3763924,0.21,2.161,0.778,1.865,0.184
01123000,"LITTLE RIVER NEAR HANOVER, CT.",77.85271,0.52,52.59957196,0.01,1.961,0.753,0.567,0.000
011230695,"SHETUCKET RIVER AT TAFTVILLE, CONN.",1330.078,161.22,897.6571395,0.18,2.105,0.747,1.732,0.146
01123360,"QUINEBAUG R BL E BRIMFIELD DAM AT FISKDALE, MA",162.2727,114.36,110.1237715,1.04,1.972,0.790,1.034,0.022
01123600,"QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRIDGE, MA",244.6191,149.67,166.3487424,0.90,2.228,0.835,1.817,0.207
01124000,"QUINEBAUG RIVER AT QUINEBAUG, CT.",392.0004,157.04,267.9427006,0.59,2.313,0.880,2.427,0.236
01124151,"QUINEBAUG R AT WEST THOMPSON, CONN.",433.9116,216.05,296.7511019,0.73,2.281,0.860,2.376,0.221
01124350,"FRENCH RIVER BELOW DAM, AT HODGES VILLAGE, MA",80.4609,40.32,54.97544901,0.73,2.449,0.828,3.727,0.493
01124500,"LITTLE RIVER NEAR OXFORD, MA",72.5976,20.47,50.0197464,0.41,2.297,1.033,1.732,0.064
01125000,"FRENCH RIVER AT WEBSTER, MA",222.2319,78.91,152.667315,0.52,2.693,0.935,4.950,0.877
01125100,"FRENCH R AT N GROSVENORDALE, CT.",262.3277,83.94,180.2981168,0.47,2.804,0.939,5.484,0.956
01125500,"QUINEBAUG RIVER AT PUTNAM, CT",839.9187,301.91,576.0284233,0.52,2.461,0.886,3.396,0.460
01126000,"FIVEMILE R AT KILLINGLY, CT.",150.3765,10.82,103.5927618,0.10,1.834,0.782,1.738,0.028
01126500,"MOOSUP R AT MOOSUP, CT.",211.5153,2.57,145.8585396,0.02,1.966,0.761,1.673,0.000
01127000,"QUINEBAUG RIVER AT JEWETT CITY, CT.",1838.699,351.80,1264.300097,0.28,2.271,0.808,2.838,0.385
01127500,"YANTIC RIVER AT YANTIC, CT.",230.7345,21.85,162.3849189,0.13,1.880,0.661,1.423,0.252
01127880,"BIG BROOK NEAR PITTSBURG, NH",16.9623,0.31,11.4156279,0.03,0.268,0.171,0.124,0.000
01128500,"CONNECTICUT R AT FIRST CONN LK NR PITTSBURG, NH",215.6517,206.74,145.1103468,1.42,0.620,0.215,0.353,0.000
01129200,"CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH",658.7442,371.53,443.290052,0.84,0.714,0.271,0.303,0.000
01130000,"UPPER AMMONOOSUC RIVER NEAR GROVETON, NH",597.9547,1.51,402.3900276,0.00,0.549,0.297,0.202,0.000
01133000,"EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT",138.3021,0.00,88.8139851,0.00,1.005,0.664,0.312,0.000
01134500,"MOOSE RIVER AT VICTORY, VT",195.1299,0.19,125.4484859,0.00,0.535,0.308,0.079,0.000
01135000,"MOOSE RIVER AT ST. JOHNSBURY, VT",334.305,2.44,214.9120478,0.01,0.882,0.453,0.570,0.000
01135150,"POPE BROOK (SITE W-3) NEAR NORTH DANVILLE, VT",10.1016,0.00,6.4852272,0.00,1.054,0.000,0.302,0.000
01135300,"SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT",111.1173,0.00,71.3373066,0.00,1.301,0.547,0.924,0.000
01135500,"PASSUMPSIC RIVER AT PASSUMPSIC, VT",1124.902,5.01,722.5639262,0.01,1.452,0.680,1.288,0.012
01137500,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH",228.5543,0.03,154.1541386,0.00,0.735,0.404,0.838,0.000
01138000,"AMMONOOSUC RIVER NEAR BATH, NH",1026.288,6.09,690.8554143,0.01,1.199,0.513,0.962,0.012
01139000,"WELLS RIVER AT WELLS RIVER, VT",246.3333,7.83,139.9330305,0.06,1.304,0.708,0.686,0.000
01139800,"EAST ORANGE BRANCH AT EAST ORANGE, VT",22.7997,0.00,12.94344441,0.00,1.191,0.933,0.230,0.000
01141500,"OMPOMPANOOSUC RIVER AT UNION VILLAGE, VT",338.4513,9.43,192.1349785,0.05,1.455,0.983,0.402,0.000
01141800,"MINK BROOK NEAR ETNA, NH",12.2805,0.00,6.729714,0.00,1.092,0.453,0.233,0.000
01142500,"AYERS BROOK AT RANDOLPH, VT",82.16668,0.00,52.73490389,0.00,1.686,0.746,0.984,0.000
01144000,"WHITE RIVER AT WEST HARTFORD, VT",1790.244,4.89,1148.704334,0.00,1.395,0.926,0.711,0.000
01145000,"MASCOMA RIVER AT WEST CANAAN, NH",208.1349,4.81,114.8786844,0.04,1.108,0.523,0.470,0.000
01150500,"MASCOMA RIVER AT MASCOMA, NH",397.6794,55.53,219.0028409,0.25,1.271,0.543,0.608,0.000
01150900,"OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT",61.1667,1.67,42.51985412,0.04,1.605,0.880,1.265,0.000
01151500,"OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT",576.1521,125.53,401.2846371,0.31,1.637,0.946,0.813,0.000
01152500,"SUGAR RIVER AT WEST CLAREMONT, NH",700.3791,72.26,383.8781349,0.19,1.773,0.747,1.619,0.001
01153000,"BLACK RIVER AT NORTH SPRINGFIELD, VT",411.5781,107.72,286.7465034,0.38,1.583,0.812,0.842,0.030
01153500,"WILLIAMS RIVER AT BROCKWAYS MILLS, VT",263.3301,0.06,190.7701229,0.00,1.521,1.018,0.795,0.000
01153550,WILLIAMS RIVER NEAR ROCKINGHAM VT,289.5507,0.06,209.7107718,0.00,1.491,0.987,0.773,0.000
01154000,"SAXTONS RIVER AT SAXTONS RIVER, VT",187.3278,0.11,135.7205834,0.00,1.309,0.884,0.413,0.000
01154500,"CONNECTICUT RIVER AT NORTH WALPOLE, NH",14220.09,1300.10,9033.758683,0.14,1.313,0.719,0.937,0.008
01155000,"COLD RIVER AT DREWSVILLE, NH",215.4186,1.32,119.0042357,0.01,1.758,0.926,0.503,0.000
01155500,"WEST RIVER AT JAMAICA, VT",459.8118,78.67,332.9282052,0.24,1.314,0.600,0.511,0.000
01155910,"WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT",723.2805,146.26,524.06605,0.28,1.395,0.711,0.547,0.000
01156000,"WEST RIVER AT NEWFANE, VT",792.0675,146.26,573.9367045,0.25,1.411,0.741,0.542,0.000
01156500,"CONNECTICUT RIVER AT VERNON, VT",16213.36,1523.48,10321.48983,0.15,1.358,0.732,0.949,0.007
01157000,"ASHUELOT RIVER NEAR GILSUM, NH",182.5785,9.92,112.0172045,0.09,1.194,0.565,0.369,0.000
01158000,"ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH",263.925,64.29,161.9528256,0.40,1.144,0.522,0.342,0.000
01158600,"OTTER BROOK BELOW OTTER BROOK DAM, NEAR KEENE, NH",122.3955,33.95,75.32177456,0.45,1.400,0.657,0.593,0.000
01160000,"S BR ASHUELOT RIVER AT WEBB, NR MARLBOROUGH, NH",92.916,1.70,57.28516698,0.03,1.436,0.561,0.750,0.000
01160350,"ASHUELOT RIVER AT WEST SWANZEY, NH",818.0181,117.14,503.0103729,0.23,1.608,0.603,1.591,0.079
01161000,"ASHUELOT RIVER AT HINSDALE, NH",1089.694,119.86,670.208122,0.18,1.495,0.585,1.408,0.060
01161500,"TARBELL BROOK NEAR WINCHENDON, MA",48.0375,1.39,30.31378576,0.05,1.524,0.487,0.747,0.000
01162000,"MILLERS RIVER NEAR WINCHENDON, MA",212.6241,31.62,135.3301367,0.23,2.116,0.674,1.636,0.000
01162500,"PRIEST BROOK NEAR WINCHENDON, MA",49.70559,1.38,31.78439361,0.04,1.516,0.645,0.548,0.000
01163200,"OTTER RIVER AT OTTER RIVER, MA",88.44967,6.79,56.17962164,0.12,3.161,1.173,9.392,0.410
01164000,"MILLERS RIVER AT SOUTH ROYALSTON, MA",491.5026,134.61,313.3092662,0.43,2.304,0.830,3.169,0.112
01165000,"EAST BRANCH TULLY RIVER NEAR ATHOL, MA",129.5298,46.10,82.97899189,0.56,1.480,0.514,0.359,0.000
01165500,"MOSS BROOK AT WENDELL DEPOT, MA",32.8572,0.74,21.04013431,0.04,1.378,0.489,0.288,0.000
01166500,"MILLERS RIVER AT ERVING, MA",965.4553,197.57,614.927927,0.32,2.045,0.721,2.405,0.057
01168151,"DEERFIELD RIVER NEAR ROWE, MA",660.7206,249.05,567.0532138,0.44,1.093,0.476,0.501,0.010
01168500,"DEERFIELD RIVER AT CHARLEMONT, MA",938.5038,250.98,805.5786266,0.31,1.151,0.506,0.501,0.007
01169000,"NORTH RIVER AT SHATTUCKVILLE, MA",230.6412,1.33,198.8127144,0.01,1.431,0.634,0.569,0.000
01169900,"SOUTH RIVER NEAR CONWAY, MA",62.30875,0.60,53.25679027,0.01,2.070,1.057,0.922,0.000
01170000,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA",1451.378,259.26,1246.862584,0.21,1.309,0.600,0.616,0.005
01170100,"GREEN RIVER NEAR COLRAIN, MA",106.9924,0.16,91.19297138,0.00,1.265,0.643,0.242,0.000
01170500,"CONNECTICUT RIVER AT MONTAGUE CITY, MA",20389.69,2166.27,13336.29881,0.16,1.413,0.711,1.077,0.014
01170930,"MILL RIVER AT CHRISTIAN LANE AT WHATELY, MA",47.097,0.73,29.38591883,0.02,1.769,1.030,1.979,0.147
01171300,"FORT RIVER NEAR AMHERST, MA",107.6271,0.29,65.82493885,0.00,2.050,0.728,1.935,0.062
01171500,"MILL RIVER AT NORTHAMPTON, MA",139.7872,7.73,86.57667113,0.09,1.811,0.704,1.970,0.000
01172500,"WARE RIVER NEAR BARRE, MA",142.6932,96.87,67.15834054,1.44,1.725,0.673,1.094,0.265
01173000,"WARE RIVER AT INTAKE WORKS NEAR BARRE, MA",248.9728,99.68,117.789206,0.85,1.718,0.657,0.925,0.152
01173500,"WARE RIVER AT GIBBS CROSSING, MA",510.3333,104.44,240.3654533,0.43,1.820,0.722,1.267,0.077
01174000,"HOP BROOK NEAR NEW SALEM, MA",9.1512,0.00,4.2919128,0.00,2.218,1.020,0.797,0.000
01174500,"EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA",113.0355,0.61,53.26968621,0.01,1.433,0.546,0.405,0.000
01174565,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",32.994,0.00,15.94165819,0.00,1.732,0.632,0.245,0.000
01174600,"CADWELL CREEK NEAR PELHAM, MA",1.6209,0.00,0.7602021,0.00,1.932,0.000,0.433,0.000
01174900,"CADWELL CREEK NEAR BELCHERTOWN, MA",7.1064,0.00,3.3329016,0.00,1.356,0.449,0.167,0.000
01175500,"SWIFT RIVER AT WEST WARE, MA",489.9175,2236.54,231.2965187,9.67,1.200,0.518,0.280,0.000
01175670,"SEVENMILE RIVER NEAR SPENCER, MA",23.9517,0.44,11.2333473,0.04,1.938,0.841,0.808,0.000
01176000,"QUABOAG RIVER AT WEST BRIMFIELD, MA",387.1593,25.68,184.1543343,0.14,2.262,0.824,1.805,0.073
01176780,"TWELVEMILE BROOK NEAR NORTH WILBRAHAM, MA",35.3583,0.99,16.88601029,0.06,1.732,1.020,1.037,0.000
01177000,"CHICOPEE RIVER AT INDIAN ORCHARD, MA",1785.374,2407.07,844.0650172,2.85,1.854,0.736,1.533,0.065
01179500,"WESTFIELD RIVER AT KNIGHTVILLE, MA",422.1324,87.83,299.9165009,0.29,1.487,0.613,0.609,0.000
01180000,"SYKES BROOK AT KNIGHTVILLE, MA",3.6072,0.00,2.5647192,0.00,1.707,0.482,0.230,0.000
01180500,"MIDDLE B WESTFIELD RIVER AT GOSS HEIGHTS, MA",136.6803,50.06,97.11494784,0.52,1.150,0.536,0.206,0.000
01181000,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",243.495,12.21,172.9894157,0.07,1.474,0.622,0.436,0.000
01183500,"WESTFIELD RIVER NEAR WESTFIELD, MA",1292.801,322.63,918.2122981,0.35,1.608,0.606,1.719,0.183
01184000,"CONNECTICUT RIVER AT THOMPSONVILLE, CT.",25049.46,5019.43,16082.34449,0.31,1.564,0.717,1.636,0.060
01184100,"STONY BROOK NEAR WEST SUFFIELD, CT.",24.64571,0.15,16.75389981,0.01,1.426,0.676,4.153,1.099
01184490,"BROAD BROOK AT BROAD BROOK, CT.",38.06368,0.23,25.84523872,0.01,2.505,1.049,3.690,2.045
01184500,"SCANTIC R AT BROAD BROOK, CT.",253.0312,1.28,171.399843,0.01,2.348,0.876,3.868,0.628
01185500,"WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",237.4254,49.05,165.4170541,0.30,1.660,0.550,0.518,0.000
01186000,"WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT",333.5841,229.87,232.4396662,0.99,1.497,0.545,0.455,0.000
01186500,"STILL RIVER AT ROBERTSVILLE, CT.",221.4873,38.26,154.0001861,0.25,2.050,0.838,1.804,0.177
01187300,"HUBBARD RIVER NR. WEST HARTLAND, CT.",53.919,0.30,37.5953247,0.01,0.818,0.387,0.179,0.000
01187400,"VALLEY BK NR WEST HARTLAND, CT.",19.1385,0.00,13.35961844,0.00,0.824,0.321,0.173,0.000
01187800,"NEPAUG R NR NEPAUG, CT.",61.5744,0.07,42.72487523,0.00,1.812,0.905,0.971,0.132
01188000,"BURLINGTON BROOK NEAR BURLINGTON, CT.",10.6235,0.00,7.4045795,0.00,2.161,1.657,1.715,0.000
01188090,"FARMINGTON RIVER AT UNIONVILLE, CT.",977.783,480.79,680.9207478,0.71,1.788,0.680,1.148,0.242
01189000,"PEQUABUCK R AT FORESTVILLE, CT.",116.4466,8.26,81.04558762,0.10,4.245,1.536,13.120,1.048
01189995,"FARMINGTON RIVER AT TARIFFVILLE, CT.",1492.974,490.45,1039.851464,0.47,2.292,0.810,3.302,0.520
01190000,"FARMINGTON R AT RAINBOW, CT.",1522.522,502.04,1060.198755,0.47,2.298,0.807,3.491,0.566
01190500,"SOUTH BRANCH PARK R AT HARTFORD, CT.",103.7043,11.14,70.48365417,0.16,6.796,1.757,28.880,1.562
01191000,"NORTH BRANCH PARK R AT HARTFORD, CT.",68.90754,16.17,46.8446825,0.35,4.030,1.012,15.357,3.322
01192500,"HOCKANUM RIVER NEAR EAST HARTFORD, CT.",190.6678,15.03,129.4471913,0.12,4.597,1.203,14.390,2.308
01192883,"COGINCHAUG RIVER AT MIDDLEFIELD, CT",77.8588,3.26,53.05726855,0.06,3.004,1.263,2.504,0.168
01193500,"SALMON RIVER NEAR EAST HAMPTON, CT.",271.2563,3.19,184.2216546,0.02,2.162,0.752,1.871,0.102
01194000,"EIGHTMILE R AT NORTH PLAIN, CT.",52.3116,0.09,35.5195764,0.00,1.939,0.851,0.434,0.000
01194500,"EAST BRANCH EIGHTMILE RIVER NEAR NORTH LYME, CT.",58.1454,0.30,39.53904062,0.01,1.456,0.472,1.174,0.000
01195100,"INDIAN RIVER NEAR CLINTON, CT.",14.8383,0.00,10.7280909,0.00,2.827,1.127,1.736,0.473
01195200,"NECK R NR MADISON, CT.",18.7533,0.00,13.5586359,0.00,3.871,0.856,4.381,0.211
01195490,"QUINNIPIAC RIVER AT SOUTHINGTON, CT.",47.5542,0.77,34.23851041,0.02,5.474,1.644,24.159,2.686
01196500,"QUINNIPIAC RIVER AT WALLINGFORD, CT.",285.7488,10.41,206.035829,0.05,4.594,1.378,18.464,2.100
01196561,Muddy River near East Wallingford,22.0257,5.04,15.89642565,0.32,2.495,0.902,5.554,0.155
01196620,"MILL R NR HAMDEN, CT.",63.81,0.57,46.10520083,0.01,3.683,1.398,8.425,0.882
01197000,"EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA",149.5539,16.88,100.0856125,0.17,1.644,0.785,1.745,0.008
01197500,"HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA",732.8628,87.18,488.7893669,0.18,1.986,0.761,3.216,0.182
01198000,"GREEN RIVER NEAR GREAT BARRINGTON, MA",132.2276,1.36,86.38754388,0.02,1.711,0.692,0.369,0.000
01198125,"HOUSATONIC RIVER NR ASHLEY FALLS, MA.",1210.621,95.19,799.547981,0.12,1.955,0.716,2.336,0.110
01198500,"BLACKBERRY R AT CANAAN, CT.",117.774,21.35,78.66490559,0.27,1.773,0.740,1.290,0.000
01199000,"HOUSATONIC RIVER AT FALLS VILLAGE, CT.",1643.036,123.94,1088.162698,0.11,1.889,0.687,1.912,0.081
01199050,"SALMON CREEK AT LIME ROCK, CT.",76.0986,14.22,50.7577662,0.28,1.895,0.582,0.856,0.000
01199200,"GUINEA BK AT WEST WOODS RD AT ELLSWORTH, CT",9.0189,0.00,6.0156063,0.00,1.624,0.753,0.205,0.000
01200000,"TENMILE RIVER NEAR GAYLORDSVILLE, CT",532.5849,5.41,353.2948802,0.02,1.729,0.760,1.287,0.000
01200500,"HOUSATONIC RIVER AT GAYLORDSVILLE, CT.",2583.356,151.79,1712.870429,0.09,1.820,0.719,1.570,0.052
01201487,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT.",155.0745,8.07,102.4263041,0.08,4.995,1.766,15.801,1.351
01202501,"SHEPAUG RIVER AT PETERS DAM AT WOODVILLE, CT",99.612,33.97,66.441204,0.51,1.799,0.629,0.531,0.000
012035055,POOTATUCK RIVER AT BERKSHIRE,40.8159,0.38,26.92583699,0.01,3.320,1.488,3.537,0.820
01203510,"POOTATUCK R AT SANDY HOOK, CT.",64.6902,0.38,42.84858901,0.01,3.790,1.615,5.801,0.928
01203600,"NONEWAUG RIVER AT MINORTOWN, CT.",45.8748,1.73,30.5984916,0.06,2.300,0.818,2.025,0.084
01203805,"WEEKEEPEEMEE RIVER AT HOTCHKISSVILLE, CT",70.0848,0.50,46.7465616,0.01,1.918,0.732,0.907,0.000
01204000,"POMPERAUG RIVER AT SOUTHBURY, CT.",195.2595,2.59,130.2380865,0.02,2.384,0.962,2.222,0.118
01205500,"HOUSATONIC RIVER AT STEVENSON, CT.",3998.594,870.87,2653.695298,0.33,2.172,0.885,2.365,0.162
01205600,"W BR NAUGATUCK R AT TORRINGTON, CT.",87.46471,28.38,58.33985371,0.49,1.648,0.718,2.175,0.000
01205700,"EAST BRANCH NAUGATUCK RIVER AT TORRINGTON, CONN",36.1809,11.92,24.2943636,0.49,3.826,1.201,9.335,0.396
01206900,"NAUGATUCK RIVER AT THOMASTON, CT.",260.7732,119.35,174.2981991,0.68,2.549,0.934,4.285,0.190
01208500,"NAUGATUCK RIVER AT BEACON FALLS, CT.",674.4304,210.87,450.6465699,0.47,3.531,1.182,9.006,0.712
01208873,"ROOSTER RIVER AT FAIRFIELD, CT",26.03027,2.71,16.16479767,0.17,9.860,3.281,35.045,0.021
01208925,"MILL R NR FAIRFIELD, CT",74.5146,59.46,46.2735666,1.28,3.771,1.471,6.380,0.919
01208950,"SASCO BROOK NEAR SOUTHPORT, CT.",19.2393,0.00,11.9476053,0.00,3.859,1.538,5.681,0.730
01208990,"SAUGATUCK RIVER NEAR REDDING, CT.",53.77249,0.57,33.29390396,0.02,2.591,1.621,1.275,0.000
012095493,"Ridgefield Brook at Shields Lane nr Ridgefield, CT",8.595,1.48,5.337495,0.28,4.937,1.096,12.412,1.037
01209700,"NORWALK R AT SOUTH WILTON, CT.",77.0724,4.99,47.85489286,0.10,3.792,1.392,5.451,0.271
01209761,"FIVEMILE RIVER NEAR NEW CANAAN, CT.",3.3138,0.66,2.0578698,0.32,3.041,1.014,2.085,0.000
01209901,"RIPPOWAM RIVER AT STAMFORD, CT.",78.55923,19.76,48.15110459,0.41,4.333,1.627,7.379,0.766
01300000,BLIND BROOK AT RYE NY,24.1038,0.14,13.02788215,0.01,5.734,1.695,19.892,3.009
01300500,BEAVER SWAMP BROOK AT MAMARONECK NY,11.7243,0.00,6.2959491,0.00,7.600,1.733,20.953,0.000
01301000,MAMARONECK RIVER AT MAMARONECK NY,58.20592,1.39,31.25657904,0.04,7.267,2.686,20.568,1.568
01301500,HUTCHINSON RIVER AT PELHAM NY,14.5044,1.99,7.7888628,0.26,11.491,3.116,27.875,0.316
01302000,BRONX RIVER AT BRONXVILLE NY,113.661,148.82,60.61705938,2.46,7.536,2.343,19.654,0.831
01302020,BRONX RIVER AT NY BOTANICAL GARDEN AT BRONX NY,101.5866,152.22,53.96891743,2.82,10.069,3.012,28.574,0.538
01302500,GLEN COVE CREEK AT GLEN COVE NY,30.3381,0.00,11.63855373,0.00,6.372,3.541,20.031,0.353
01303000,MILL NECK CREEK AT MILL NECK NY,27.3879,0.00,10.55623059,0.00,3.930,1.312,8.036,0.000
01303500,COLD SPRING BROOK AT COLD SPRING HARBOR NY,19.0377,0.00,7.064721034,0.00,5.218,0.289,13.348,0.577
01304000,NISSEQUOGUE RIVER NEAR SMITHTOWN NY,57.89507,0.77,21.58503632,0.04,7.832,1.199,25.619,0.311
01304500,PECONIC RIVER AT RIVERHEAD NY,192.3507,0.62,44.00214613,0.01,2.776,0.721,6.582,1.648
01305000,CARMANS RIVER AT YAPHANK NY,190.2237,0.28,44.02185399,0.01,6.441,0.477,18.609,2.848
01305500,SWAN RIVER AT EAST PATCHOGUE NY,21.29928,0.00,4.85623584,0.00,6.851,2.056,24.148,4.834
01306000,PATCHOGUE RIVER AT PATCHOGUE NY,36.3186,0.44,8.2806408,0.05,8.130,1.828,28.670,1.522
01306440,CONNETQUOT BROOK AT CENTRAL ISLIP NY,41.7267,0.00,9.828945337,0.00,9.316,0.801,25.447,0.233
01306460,CONNETQUOT BK NR CENTRAL ISLIP NY,55.7127,0.00,13.08899688,0.00,8.759,0.370,27.035,0.215
01306500,CONNETQUOT RIVER NEAR OAKDALE NY,72.1854,0.00,16.84477349,0.00,7.823,0.323,26.421,0.293
01307000,CHAMPLIN CREEK AT ISLIP NY,13.9932,0.00,3.1904496,0.00,10.869,4.091,38.072,0.032
01307500,PENATAQUIT CREEK AT BAY SHORE NY,11.0025,0.00,2.50857,0.00,10.878,5.062,43.601,0.049
01308000,SAMPAWAMS CREEK AT BABYLON NY,58.2192,0.00,13.60629862,0.00,8.040,2.139,30.727,1.397
01308500,CARLLS RIVER AT BABYLON NY,94.33336,0.10,21.63213935,0.00,8.866,1.241,28.658,0.317
01309000,SANTAPOGUE CREEK AT LINDENHURST NY,10.0314,0.00,2.2871592,0.00,8.397,2.766,39.285,0.108
01309500,MASSAPEQUA CREEK AT MASSAPEQUA NY,94.45462,0.00,22.07729393,0.00,8.620,2.295,36.245,0.220
01309950,BELLMORE CREEK NEAR BELLMORE NY,37.7784,0.00,8.6134752,0.00,13.324,0.840,58.345,0.000
01310000,BELLMORE CREEK AT BELLMORE NY,39.5037,0.00,9.0068436,0.00,13.244,0.826,58.337,0.000
01310500,EAST MEADOW BROOK AT FREEPORT NY,78.0714,0.00,18.59090827,0.00,8.933,2.416,38.426,0.163
01311000,PINES BROOK AT MALVERNE NY,26.1522,0.00,6.129929228,0.00,12.368,3.161,47.624,0.062
01311500,VALLEY STREAM AT VALLEY STREAM NY,18.0594,0.00,4.1175432,0.00,15.836,2.283,62.831,0.000
01311810,CONSELYEAS POND TRIBUTARY AT ROSEDALE NY,33.5412,0.00,7.695173039,0.00,15.360,5.415,64.696,0.030
01312000,HUDSON RIVER NEAR NEWCOMB NY,498.2193,5.92,328.7370514,0.02,0.432,0.195,0.066,0.005
01315000,INDIAN RIVER NEAR INDIAN LAKE NY,337.5252,209.90,223.3219622,0.94,0.421,0.154,0.042,0.000
01315500,HUDSON RIVER AT NORTH CREEK NY,2058.557,248.98,1360.658624,0.18,0.430,0.186,0.066,0.001
01317000,SCHROON RIVER AT RIVERBANK NY,1355.597,112.37,892.0958828,0.13,0.842,0.378,0.350,0.000
01318500,HUDSON RIVER AT HADLEY NY,4332.634,371.90,2860.335645,0.13,0.726,0.306,0.218,0.002
01319000,EAST BRANCH SACANDAGA RIVER AT GRIFFIN NY,292.707,0.00,220.3585523,0.00,0.174,0.078,0.014,0.000
01321000,SACANDAGA RIVER NEAR HOPE NY,1263.694,6.97,951.9922489,0.01,0.383,0.140,0.063,0.000
01325000,SACANDAGA RIVER AT STEWARTS BRIDGE NR HADLEY NY,2776.659,1101.60,2094.433884,0.53,0.696,0.251,0.206,0.001
01327750,HUDSON RIVER AT FORT EDWARD NY,7334.232,1544.54,5115.755902,0.30,0.770,0.284,0.348,0.007
01328000,BOND CREEK AT DUNHAM BASIN NY,37.8747,0.00,25.76501081,0.00,1.634,0.464,3.807,0.138
01329000,"BATTEN KILL AT ARLINGTON, VT",389.3868,0.70,277.5798707,0.00,1.458,0.655,1.146,0.027
01329490,BATTEN KILL BELOW MILL AT BATTENVILLE NY,1026.605,14.02,731.1074274,0.02,1.406,0.705,0.757,0.010
01329500,BATTEN KILL AT BATTENVILLE NY,1046.997,14.02,743.6198822,0.02,1.409,0.714,0.759,0.010
01330000,GLOWEGEE CREEK AT WEST MILTON NY,63.7596,0.06,45.7637972,0.00,1.706,0.902,0.787,0.000
01330500,KAYADEROSSERAS CREEK NR WEST MILTON NY,219.8817,0.06,157.4404644,0.00,1.691,0.730,0.575,0.000
01331095,HUDSON RIVER AT STILLWATER NY,9784.651,1635.09,6855.43275,0.24,1.020,0.362,0.657,0.035
01331500,"HOOSIC RIVER AT ADAMS, MA",121.0464,0.02,86.27419958,0.00,1.233,0.603,1.738,0.384
